disaster_type,severity_score,affected_population,country,gdp_per_capita,infrastructure_density,casualties,economic_damage_million_usd
hurricane,0.307,109756,Pakistan,1500,0.174,490,0.01
wildfire,0.281,4190,Pakistan,1500,0.255,9,0.0
tornado,0.596,23393,Haiti,1400,0.703,61,0.02
volcano,0.145,130088,China,12500,0.616,16,0.19
drought,0.236,81708,Haiti,1400,0.939,180,0.04
drought,0.028,129,Bangladesh,2500,0.824,0,0.0
flood,0.903,6990,Australia,55000,0.528,4,0.37
landslide,0.996,46125,India,2100,0.712,179,0.09
tsunami,0.75,13719,Chile,15000,0.776,32,0.16
earthquake,0.127,97545,Turkey,9600,0.53,54,0.14
drought,0.564,21650,Pakistan,1500,0.764,48,0.03
tornado,0.833,109016,Nepal,1200,0.386,673,0.09
tsunami,0.089,1817,USA,63000,0.218,0,0.01
earthquake,0.998,5442,Australia,55000,0.964,2,0.78
drought,0.611,19694,Haiti,1400,0.735,189,0.03
volcano,0.8,192158,Australia,55000,0.877,221,5.95
volcano,0.961,24457,Australia,55000,0.556,65,1.19
landslide,0.792,133864,Chile,15000,0.958,483,2.02
flood,0.736,529,Nepal,1200,0.166,1,0.0
drought,0.668,125747,Nigeria,2100,0.972,255,0.27
flood,0.456,59380,Nigeria,2100,0.796,108,0.06
volcano,0.142,165657,China,12500,0.462,80,0.33
landslide,0.422,39421,Australia,55000,0.413,14,0.76
landslide,0.329,18152,Nepal,1200,0.619,43,0.01
hurricane,0.962,24245,Bangladesh,2500,0.7,31,0.11
earthquake,0.591,44902,India,2100,0.932,100,0.13
wildfire,0.545,58719,Mexico,10000,0.939,31,0.59
landslide,0.864,8335,Philippines,3500,0.607,47,0.03
wildfire,0.973,21019,USA,63000,0.843,24,1.12
wildfire,0.838,61014,Brazil,8700,0.75,138,0.63
hurricane,0.454,14657,Australia,55000,0.74,5,1.07
tsunami,0.031,113292,Indonesia,4300,0.908,29,0.02
drought,0.496,87873,Chile,15000,0.121,279,0.33
hurricane,0.403,933,Chile,15000,0.799,0,0.01
volcano,0.295,2351,Bangladesh,2500,0.834,1,0.0
hurricane,0.188,43025,India,2100,0.55,35,0.03
volcano,0.007,40805,Mexico,10000,0.857,0,0.0
tsunami,0.255,53024,Turkey,9600,0.251,67,0.08
flood,0.796,74736,Pakistan,1500,0.172,220,0.07
drought,0.812,6349,Australia,55000,0.857,5,0.35
drought,0.35,35726,Nigeria,2100,0.566,101,0.01
flood,0.695,22793,Mexico,10000,0.153,253,0.11
tornado,0.983,89999,India,2100,0.551,329,0.13
tsunami,0.774,32927,Mexico,10000,0.348,119,0.11
hurricane,0.2,89112,India,2100,0.72,178,0.05
flood,0.713,33372,USA,63000,0.198,36,1.18
drought,0.96,685,Turkey,9600,0.168,5,0.0
landslide,0.324,18278,India,2100,0.376,24,0.01
tornado,0.35,10473,Nepal,1200,0.971,4,0.01
hurricane,0.342,30723,Bangladesh,2500,0.11,77,0.04
flood,0.35,35460,Bangladesh,2500,0.427,48,0.02
earthquake,0.264,277240,Turkey,9600,0.802,269,0.97
wildfire,0.498,13583,China,12500,0.572,27,0.14
landslide,0.128,319770,Philippines,3500,0.491,334,0.14
earthquake,0.509,32288,Japan,40000,0.332,52,0.17
hurricane,0.393,152181,Chile,15000,0.794,195,1.01
drought,0.019,117040,USA,63000,0.51,2,0.09
volcano,0.636,165390,China,12500,0.147,346,1.64
wildfire,0.182,85113,China,12500,0.887,24,0.27
tsunami,0.611,40840,Chile,15000,0.121,197,0.37
wildfire,0.035,72289,Nepal,1200,0.175,29,0.0
tornado,0.743,19253,Pakistan,1500,0.496,75,0.01
tornado,0.272,27168,Nepal,1200,0.356,16,0.01
flood,0.015,84789,India,2100,0.349,17,0.0
landslide,0.388,12707,Haiti,1400,0.424,166,0.01
drought,0.688,73285,Chile,15000,0.123,149,0.22
wildfire,0.267,5594,India,2100,0.905,10,0.0
landslide,0.459,17256,Mexico,10000,0.905,9,0.09
volcano,0.943,37927,Haiti,1400,0.65,348,0.02
flood,0.108,17281,Nigeria,2100,0.699,5,0.01
volcano,0.499,126815,China,12500,0.111,159,0.87
tsunami,0.146,16531,Nigeria,2100,0.866,4,0.01
wildfire,0.48,42723,Japan,40000,0.649,93,1.27
tsunami,0.31,22471,Turkey,9600,0.879,33,0.11
tsunami,0.178,33357,Nigeria,2100,0.253,64,0.01
tsunami,0.22,26545,Turkey,9600,0.702,21,0.13
flood,0.013,34814,Turkey,9600,0.773,2,0.01
tornado,0.654,117004,Mexico,10000,0.487,79,0.57
tornado,0.846,53438,Australia,55000,0.525,130,1.16
wildfire,0.61,12383,Philippines,3500,0.776,26,0.02
wildfire,0.256,15109,Nigeria,2100,0.614,18,0.01
drought,0.814,5405,Nepal,1200,0.492,27,0.0
tornado,0.249,78956,Bangladesh,2500,0.155,129,0.05
flood,0.668,44197,India,2100,0.257,155,0.02
tsunami,0.798,69740,Haiti,1400,0.856,161,0.14
wildfire,0.961,5421,Japan,40000,0.85,5,0.14
volcano,0.451,15909,USA,63000,0.137,13,0.54
hurricane,0.264,264549,Chile,15000,0.868,660,1.65
drought,0.141,54482,China,12500,0.866,61,0.11
wildfire,0.793,6812,Pakistan,1500,0.699,9,0.0
wildfire,0.261,4021,Turkey,9600,0.714,1,0.01
wildfire,0.567,69305,Australia,55000,0.296,56,1.39
wildfire,0.189,84760,Australia,55000,0.453,103,0.81
wildfire,0.637,34200,Indonesia,4300,0.423,227,0.14
wildfire,0.496,22600,Mexico,10000,0.373,20,0.09
flood,0.331,101837,USA,63000,0.788,27,2.83
hurricane,0.845,61201,Turkey,9600,0.882,123,0.72
tornado,0.957,17036,Bangladesh,2500,0.699,129,0.06
tornado,0.101,137494,Australia,55000,0.369,46,0.59
volcano,0.099,48435,Pakistan,1500,0.692,18,0.01
tornado,0.511,777,Bangladesh,2500,0.167,0,0.0
landslide,0.888,83339,Turkey,9600,0.927,754,1.57
hurricane,0.737,32391,Mexico,10000,0.277,137,0.53
volcano,0.598,58626,Nepal,1200,0.169,253,0.03
drought,0.632,12834,Bangladesh,2500,0.837,23,0.06
landslide,0.9,21596,Nepal,1200,0.841,81,0.02
landslide,0.7,47272,Brazil,8700,0.261,826,0.14
volcano,0.179,91886,Philippines,3500,0.97,36,0.16
drought,0.053,46550,Nigeria,2100,0.308,26,0.0
volcano,0.828,15854,Indonesia,4300,0.503,70,0.05
volcano,0.453,13322,China,12500,0.986,28,0.18
flood,0.188,16811,Philippines,3500,0.795,30,0.01
earthquake,0.72,78638,Haiti,1400,0.65,228,0.08
volcano,0.351,42403,Brazil,8700,0.482,60,0.19
hurricane,0.575,13185,Indonesia,4300,0.651,15,0.03
landslide,0.281,15238,Pakistan,1500,0.418,52,0.0
drought,0.746,6987,Philippines,3500,0.556,16,0.02
tornado,0.804,55162,India,2100,0.599,160,0.19
flood,0.433,11549,USA,63000,0.433,14,0.23
drought,0.754,124055,Bangladesh,2500,0.957,149,0.23
flood,0.675,26237,Nepal,1200,0.17,58,0.02
tsunami,0.89,43272,Philippines,3500,0.65,91,0.08
drought,0.231,58208,Turkey,9600,0.524,48,0.2
hurricane,0.189,114859,Haiti,1400,0.534,123,0.04
tornado,0.348,60533,Philippines,3500,0.512,357,0.08
wildfire,0.889,7953,Turkey,9600,0.241,67,0.03
landslide,0.079,143987,India,2100,0.805,64,0.01
drought,0.489,56304,Brazil,8700,0.266,214,0.24
earthquake,0.403,70724,USA,63000,0.957,18,3.67
tsunami,0.495,41855,Nigeria,2100,0.214,45,0.08
drought,0.301,40390,Indonesia,4300,0.615,120,0.04
drought,0.449,8511,Australia,55000,0.423,18,0.11
wildfire,0.666,818,Chile,15000,0.814,1,0.02
hurricane,0.603,49187,Bangladesh,2500,0.515,197,0.09
earthquake,0.306,18863,USA,63000,0.503,5,0.19
volcano,0.127,79804,USA,63000,0.661,20,1.64
wildfire,0.44,7014,Turkey,9600,0.811,20,0.04
tornado,0.296,7782,Japan,40000,0.367,3,0.12
tsunami,0.39,32095,Philippines,3500,0.73,98,0.1
hurricane,0.501,48119,USA,63000,0.622,15,5.11
hurricane,0.282,142828,USA,63000,0.863,87,2.82
drought,0.25,86139,Japan,40000,0.339,57,1.36
flood,0.815,45652,Bangladesh,2500,0.742,72,0.09
landslide,0.157,7256,USA,63000,0.799,0,0.09
tsunami,0.529,95090,Pakistan,1500,0.716,165,0.12
flood,0.714,64438,Bangladesh,2500,0.789,398,0.15
tornado,0.427,47041,Haiti,1400,0.638,197,0.04
volcano,0.989,15866,Philippines,3500,0.731,81,0.09
volcano,0.689,133504,Turkey,9600,0.103,293,0.38
drought,0.037,13720,Turkey,9600,0.197,11,0.0
tsunami,0.804,48028,Turkey,9600,0.817,51,0.35
tsunami,0.506,95135,Haiti,1400,0.806,222,0.14
earthquake,0.235,14694,Brazil,8700,0.245,22,0.02
landslide,0.382,1211,USA,63000,0.376,0,0.03
tsunami,0.987,48240,Nigeria,2100,0.385,228,0.06
hurricane,0.981,77244,Mexico,10000,0.963,119,2.02
tsunami,0.743,13779,Haiti,1400,0.187,71,0.01
flood,0.743,46140,Australia,55000,0.11,36,2.34
tornado,0.753,16152,Pakistan,1500,0.504,52,0.02
volcano,0.836,7022,Turkey,9600,0.91,11,0.05
tornado,0.6,23659,Brazil,8700,0.928,12,0.14
tornado,0.394,86918,Turkey,9600,0.837,47,0.28
earthquake,0.008,22269,Australia,55000,0.405,0,0.01
hurricane,0.563,1469,USA,63000,0.988,0,0.04
wildfire,0.923,71569,Haiti,1400,0.125,437,0.04
drought,0.161,70294,Bangladesh,2500,0.405,50,0.01
hurricane,0.624,38863,Bangladesh,2500,0.138,152,0.07
wildfire,0.033,16406,Philippines,3500,0.108,3,0.0
tsunami,0.514,31432,Nigeria,2100,0.404,202,0.02
landslide,0.214,85416,Chile,15000,0.722,59,0.25
wildfire,0.237,20920,Bangladesh,2500,0.341,24,0.01
earthquake,0.298,118354,Bangladesh,2500,0.906,103,0.11
tornado,0.765,13924,Nigeria,2100,0.465,18,0.01
earthquake,0.498,19849,Turkey,9600,0.985,54,0.27
tsunami,0.411,45681,Bangladesh,2500,0.131,143,0.02
tsunami,0.251,126551,Nigeria,2100,0.379,213,0.08
tornado,0.257,72431,Nepal,1200,0.718,40,0.02
landslide,0.183,29275,Turkey,9600,0.476,7,0.05
earthquake,0.331,35999,Turkey,9600,0.343,206,0.13
flood,0.121,32478,Philippines,3500,0.418,8,0.02
flood,0.053,13652,Australia,55000,0.903,1,0.1
hurricane,0.205,125872,Brazil,8700,0.768,129,0.33
wildfire,0.078,16561,Mexico,10000,0.698,7,0.01
landslide,0.984,162927,Chile,15000,0.504,280,1.37
wildfire,0.213,55168,Nepal,1200,0.328,71,0.01
drought,0.996,33581,India,2100,0.919,83,0.09
tsunami,0.719,12610,Nigeria,2100,0.722,24,0.04
volcano,0.946,88652,Indonesia,4300,0.179,972,0.25
earthquake,0.837,58618,Philippines,3500,0.704,272,0.1
flood,0.705,4156,Indonesia,4300,0.635,4,0.03
wildfire,0.531,4368,Philippines,3500,0.31,26,0.0
drought,0.029,148380,Haiti,1400,0.273,13,0.01
drought,0.94,63053,USA,63000,0.525,134,5.67
tornado,0.058,58399,Haiti,1400,0.768,9,0.0
landslide,0.858,4307,Pakistan,1500,0.511,44,0.01
tornado,0.241,84063,USA,63000,0.897,39,2.36
volcano,0.339,14465,Turkey,9600,0.459,24,0.03
hurricane,0.84,161779,Mexico,10000,0.334,184,0.81
landslide,0.936,51464,Brazil,8700,0.959,61,0.3
flood,0.823,4950,Pakistan,1500,0.77,56,0.01
tsunami,0.293,129128,USA,63000,0.477,67,1.6
wildfire,0.644,45748,Australia,55000,0.475,32,2.86
wildfire,0.719,31032,China,12500,0.986,44,0.34
earthquake,0.254,63826,USA,63000,0.714,11,2.0
landslide,0.608,82784,Brazil,8700,0.627,125,0.16
hurricane,0.526,51908,Indonesia,4300,0.413,83,0.42
landslide,0.813,292692,USA,63000,0.314,392,13.44
drought,0.343,11825,Indonesia,4300,0.393,50,0.01
earthquake,0.498,112675,Chile,15000,0.532,106,0.7
tornado,0.745,20982,Chile,15000,0.243,204,0.13
drought,0.629,64931,Philippines,3500,0.219,358,0.12
landslide,0.056,34895,Turkey,9600,0.677,2,0.01
hurricane,0.407,6171,Nepal,1200,0.915,4,0.01
earthquake,0.405,36850,Philippines,3500,0.985,111,0.1
tornado,0.313,36667,Haiti,1400,0.487,51,0.0
hurricane,0.099,1403,USA,63000,0.302,0,0.01
earthquake,0.897,36365,Haiti,1400,0.309,250,0.03
tornado,0.621,176929,Turkey,9600,0.255,489,0.27
tornado,0.674,4955,Haiti,1400,0.672,9,0.0
earthquake,0.343,2057,Turkey,9600,0.371,2,0.01
earthquake,0.365,193617,Mexico,10000,0.571,311,0.87
earthquake,0.492,13477,Australia,55000,0.468,10,0.24
flood,0.806,147746,India,2100,0.844,589,0.27
drought,0.421,160838,Nigeria,2100,0.879,571,0.14
tsunami,0.823,33445,India,2100,0.466,63,0.09
earthquake,0.928,10302,Nigeria,2100,0.847,51,0.01
volcano,0.687,30185,India,2100,0.812,97,0.09
tornado,0.93,11947,Brazil,8700,0.905,77,0.11
tsunami,0.488,143194,India,2100,0.308,403,0.08
tsunami,0.772,38263,Bangladesh,2500,0.322,289,0.05
drought,0.197,8754,Chile,15000,0.751,7,0.03
tsunami,0.368,171706,Nepal,1200,0.25,411,0.14
tornado,0.412,25351,Nepal,1200,0.875,18,0.01
earthquake,0.659,15447,Nepal,1200,0.984,43,0.01
earthquake,0.763,156336,Philippines,3500,0.308,1475,0.65
earthquake,0.962,42832,Mexico,10000,0.535,420,0.43
earthquake,0.384,1896,Brazil,8700,0.924,6,0.0
volcano,0.456,50165,Nigeria,2100,0.101,106,0.05
earthquake,0.035,28140,Chile,15000,0.736,4,0.01
volcano,0.344,120187,Australia,55000,0.747,185,4.71
landslide,0.141,31737,Australia,55000,0.864,1,0.49
tornado,0.107,104848,Chile,15000,0.324,42,0.04
wildfire,0.414,53588,Pakistan,1500,0.322,56,0.02
hurricane,0.349,77492,Indonesia,4300,0.154,220,0.05
tsunami,0.445,100713,Nepal,1200,0.333,211,0.05
earthquake,0.844,106851,Philippines,3500,0.353,1534,0.35
drought,0.87,159128,China,12500,0.383,760,1.04
volcano,0.901,53447,Bangladesh,2500,0.404,319,0.11
tsunami,0.208,137252,Brazil,8700,0.427,254,0.1
landslide,0.488,5058,Japan,40000,0.755,2,0.15
earthquake,0.278,73997,China,12500,0.35,67,0.38
wildfire,0.077,57881,Bangladesh,2500,0.893,4,0.03
wildfire,0.939,17190,Brazil,8700,0.502,93,0.13
tornado,0.216,454,Haiti,1400,0.184,0,0.0
volcano,0.708,4831,Brazil,8700,0.783,34,0.05
hurricane,0.055,26083,Nepal,1200,0.841,5,0.01
wildfire,0.836,15081,Nigeria,2100,0.537,148,0.03
drought,0.013,154413,Nigeria,2100,0.503,10,0.01
drought,0.59,83847,Haiti,1400,0.443,155,0.05
drought,0.34,19584,USA,63000,0.589,9,0.26
landslide,0.868,94482,China,12500,0.811,514,1.4
tsunami,0.116,2521,Nigeria,2100,0.444,3,0.0
tsunami,0.158,65407,Nepal,1200,0.578,57,0.02
flood,0.612,159160,Australia,55000,0.884,168,4.44
flood,0.737,37400,Haiti,1400,0.378,173,0.05
tsunami,0.4,17104,China,12500,0.835,9,0.13
hurricane,0.379,136004,Nepal,1200,0.222,117,0.08
volcano,0.312,9751,Philippines,3500,0.841,7,0.01
wildfire,0.936,4811,Nigeria,2100,0.93,30,0.01
drought,0.009,115134,China,12500,0.626,2,0.01
flood,0.243,12728,Haiti,1400,0.45,33,0.0
drought,0.293,28088,USA,63000,0.854,10,1.0
flood,0.12,14728,Indonesia,4300,0.625,4,0.01
tornado,0.131,391,Haiti,1400,0.801,0,0.0
tornado,0.489,78097,Australia,55000,0.14,76,2.69
hurricane,0.86,71508,Nigeria,2100,0.959,390,0.59
landslide,0.581,15322,Japan,40000,0.996,7,1.57
earthquake,0.647,233,Mexico,10000,0.317,1,0.0
hurricane,0.142,19644,Mexico,10000,0.129,2,0.02
landslide,0.081,9297,Bangladesh,2500,0.627,3,0.0
tsunami,0.652,140562,Philippines,3500,0.222,681,0.3
tornado,0.749,73682,Nepal,1200,0.625,146,0.07
tsunami,0.386,50166,Nepal,1200,0.159,96,0.01
hurricane,0.833,12943,India,2100,0.925,15,0.02
earthquake,0.295,38480,Philippines,3500,0.237,47,0.04
earthquake,0.613,29162,Nepal,1200,0.295,140,0.02
tsunami,0.97,209322,Haiti,1400,0.331,2249,0.3
earthquake,0.676,81424,Japan,40000,0.364,97,1.78
earthquake,0.083,58231,Bangladesh,2500,0.968,16,0.02
tornado,0.417,10494,Mexico,10000,0.109,37,0.03
volcano,0.918,77328,Nepal,1200,0.633,397,0.08
wildfire,0.82,2010,Turkey,9600,0.335,7,0.01
wildfire,0.752,25472,Turkey,9600,0.11,34,0.09
drought,0.84,208407,Australia,55000,0.232,581,2.62
wildfire,0.722,14153,Nigeria,2100,0.671,64,0.02
tornado,0.638,86063,Chile,15000,0.739,343,1.77
drought,0.833,152,Mexico,10000,0.604,0,0.0
drought,0.337,40043,India,2100,0.442,116,0.02
wildfire,0.982,35249,Japan,40000,0.153,104,1.37
earthquake,0.966,1196,Indonesia,4300,0.633,3,0.0
flood,0.941,29565,Turkey,9600,0.442,35,0.28
earthquake,0.65,92753,Haiti,1400,0.993,181,0.12
wildfire,0.263,29621,Haiti,1400,0.115,70,0.01
wildfire,0.574,4767,Turkey,9600,0.932,11,0.05
flood,0.461,27031,Japan,40000,0.51,30,0.54
earthquake,0.41,188538,Bangladesh,2500,0.334,523,0.07
drought,0.247,18920,Nigeria,2100,0.393,22,0.01
tornado,0.903,50490,Australia,55000,0.669,19,7.09
drought,0.517,102937,USA,63000,0.603,44,2.53
wildfire,0.937,21659,Japan,40000,0.976,8,0.62
landslide,0.073,73744,Indonesia,4300,0.103,29,0.02
earthquake,0.584,30186,Australia,55000,0.339,13,0.53
tsunami,0.798,136821,Nigeria,2100,0.708,496,0.49
tornado,0.074,82750,Pakistan,1500,0.344,28,0.01
drought,0.681,29279,Chile,15000,0.209,397,0.1
flood,0.5,73407,Turkey,9600,0.754,248,0.32
flood,0.115,21125,Japan,40000,0.669,4,0.11
volcano,0.397,99273,Chile,15000,0.924,122,1.06
volcano,0.113,9991,India,2100,0.734,3,0.0
drought,0.001,52291,Nepal,1200,0.844,0,0.0
drought,0.072,154804,Mexico,10000,0.718,13,0.19
tornado,0.937,115275,Turkey,9600,0.991,449,3.03
tornado,0.682,43608,Nepal,1200,0.747,129,0.04
flood,0.732,709,India,2100,0.972,6,0.0
tsunami,0.25,216474,Brazil,8700,0.477,325,0.74
hurricane,0.452,179690,Mexico,10000,0.197,192,0.2
landslide,0.238,33569,Australia,55000,0.643,12,0.35
tornado,0.501,31792,Haiti,1400,0.724,126,0.03
tornado,0.346,27932,Brazil,8700,0.664,67,0.11
tornado,0.247,73417,Haiti,1400,0.366,198,0.01
earthquake,0.945,1019,Nigeria,2100,0.366,11,0.0
tornado,0.069,41455,Nigeria,2100,0.122,26,0.0
wildfire,0.986,40152,Brazil,8700,0.764,109,0.53
volcano,0.8,108756,Chile,15000,0.349,596,2.83
tornado,0.764,4369,Indonesia,4300,0.904,3,0.05
volcano,0.737,32625,India,2100,0.182,228,0.04
tsunami,0.759,98758,India,2100,0.293,580,0.12
tornado,0.474,11770,Indonesia,4300,0.634,32,0.02
tornado,0.025,7946,Indonesia,4300,0.743,0,0.0
landslide,0.918,45068,Brazil,8700,0.888,74,0.81
wildfire,0.292,202029,Japan,40000,0.24,365,1.24
landslide,0.489,59953,Chile,15000,0.901,56,1.63
hurricane,0.381,87263,Mexico,10000,0.573,97,0.9
wildfire,0.793,35641,Nepal,1200,0.13,100,0.01
flood,0.033,23448,USA,63000,0.305,1,0.04
volcano,0.108,15990,Nepal,1200,0.291,18,0.0
drought,0.996,66201,Turkey,9600,0.437,1099,0.82
hurricane,0.827,44779,Turkey,9600,0.533,241,0.51
earthquake,0.182,98263,Chile,15000,0.642,167,0.35
flood,0.245,52263,USA,63000,0.612,30,1.12
earthquake,0.865,28204,Nepal,1200,0.54,97,0.04
wildfire,0.727,77078,Chile,15000,0.849,132,0.6
earthquake,0.38,121400,Haiti,1400,0.973,272,0.06
tsunami,0.637,33024,Nigeria,2100,0.352,287,0.08
earthquake,0.277,22392,Brazil,8700,0.746,29,0.12
volcano,0.28,11779,Australia,55000,0.341,4,0.11
tsunami,0.465,17544,Pakistan,1500,0.741,34,0.01
volcano,0.342,4407,Brazil,8700,0.648,4,0.01
tsunami,0.015,22578,Philippines,3500,0.71,1,0.0
tornado,0.565,23762,Brazil,8700,0.466,33,0.15
earthquake,0.291,3570,China,12500,0.804,2,0.03
earthquake,0.421,66080,Bangladesh,2500,0.828,72,0.07
volcano,0.23,83265,Australia,55000,0.284,116,0.5
landslide,0.145,12663,Australia,55000,0.645,3,0.11
volcano,0.07,7119,USA,63000,0.172,2,0.03
volcano,0.152,26341,Indonesia,4300,0.198,10,0.02
volcano,0.467,62193,Japan,40000,0.539,171,0.92
drought,0.384,38291,Pakistan,1500,0.859,25,0.05
tornado,0.523,83395,Bangladesh,2500,0.963,142,0.11
volcano,0.621,86691,Japan,40000,0.806,214,6.2
wildfire,0.867,52640,USA,63000,0.438,68,3.54
wildfire,0.007,33576,USA,63000,0.624,0,0.01
wildfire,0.969,30247,Chile,15000,0.641,88,0.37
drought,0.18,13642,Australia,55000,0.425,7,0.04
flood,0.027,50758,Brazil,8700,0.828,6,0.01
flood,0.354,218310,Turkey,9600,0.327,590,0.86
tsunami,0.302,29904,Turkey,9600,0.88,25,0.17
drought,0.567,52320,Pakistan,1500,0.599,78,0.1
tornado,0.079,68063,Mexico,10000,0.423,36,0.08
drought,0.776,11159,Australia,55000,0.238,15,0.42
flood,0.97,36697,Indonesia,4300,0.86,148,0.13
wildfire,0.811,32701,Indonesia,4300,0.866,140,0.63
landslide,0.59,6830,Turkey,9600,0.366,29,0.02
tornado,0.565,65013,Brazil,8700,0.535,156,0.36
drought,0.519,15361,Japan,40000,0.264,27,0.39
landslide,0.665,69509,Indonesia,4300,0.719,126,0.2
landslide,0.812,145132,Mexico,10000,0.202,510,0.75
flood,0.26,33354,China,12500,0.374,42,0.06
drought,0.906,31223,Philippines,3500,0.731,140,0.22
landslide,0.514,3876,Bangladesh,2500,0.126,14,0.01
tsunami,0.426,59440,Nepal,1200,0.127,121,0.02
volcano,0.572,4473,Haiti,1400,0.178,21,0.0
hurricane,0.741,26718,Turkey,9600,0.97,70,0.29
drought,0.584,36491,Nigeria,2100,0.767,141,0.07
hurricane,0.904,9541,Nepal,1200,0.645,28,0.02
earthquake,0.649,42125,USA,63000,0.389,26,1.04
wildfire,0.507,61148,Bangladesh,2500,0.452,425,0.14
wildfire,0.596,86351,Turkey,9600,0.572,73,0.75
hurricane,0.567,86265,Bangladesh,2500,0.698,151,0.15
volcano,0.105,9482,Brazil,8700,0.519,4,0.01
landslide,0.447,14929,Japan,40000,0.316,14,0.18
volcano,0.028,7478,Philippines,3500,0.932,0,0.0
wildfire,0.246,34478,Nepal,1200,0.494,113,0.01
earthquake,0.805,47399,China,12500,0.78,143,0.72
tsunami,0.582,30987,USA,63000,0.62,21,1.33
earthquake,0.79,74376,Mexico,10000,0.292,413,0.27
tornado,0.385,38595,Australia,55000,0.26,8,0.5
tsunami,0.285,38418,Nigeria,2100,0.847,25,0.02
drought,0.866,27351,Nepal,1200,0.628,62,0.03
wildfire,0.32,74890,Brazil,8700,0.167,381,0.1
earthquake,0.902,78725,Haiti,1400,0.41,480,0.04
hurricane,0.392,15569,Nepal,1200,0.115,54,0.01
volcano,0.885,28112,Indonesia,4300,0.41,45,0.04
flood,0.438,63696,USA,63000,0.249,64,1.01
hurricane,0.894,19832,Haiti,1400,0.987,96,0.04
tsunami,0.637,12487,Nigeria,2100,0.91,28,0.03
hurricane,0.315,116531,USA,63000,0.484,121,3.88
earthquake,0.631,39387,Chile,15000,0.77,41,0.51
tornado,0.972,7124,China,12500,0.149,26,0.12
tornado,0.685,16930,Brazil,8700,0.496,148,0.19
hurricane,0.728,86417,USA,63000,0.227,100,4.42
flood,0.906,139241,Philippines,3500,0.501,539,0.23
landslide,0.307,123477,Indonesia,4300,0.109,698,0.12
landslide,0.737,119454,Pakistan,1500,0.918,434,0.15
drought,0.408,98371,Brazil,8700,0.104,213,0.26
drought,0.849,55128,China,12500,0.817,198,1.18
drought,0.608,31829,Philippines,3500,0.861,251,0.12
tsunami,0.165,133935,Chile,15000,0.268,141,0.08
earthquake,0.967,31493,Nepal,1200,0.468,139,0.02
drought,0.171,28604,Mexico,10000,0.841,13,0.11
drought,0.208,18692,India,2100,0.749,6,0.02
landslide,0.813,117447,Japan,40000,0.978,176,16.95
volcano,0.683,13552,Haiti,1400,0.565,50,0.02
drought,0.762,1699,USA,63000,0.575,2,0.08
tsunami,0.515,93341,Pakistan,1500,0.595,206,0.06
tsunami,0.16,66415,Chile,15000,0.766,30,0.12
landslide,0.071,19562,Chile,15000,0.386,1,0.08
earthquake,0.96,216531,Indonesia,4300,0.18,844,0.89
volcano,0.736,24265,Australia,55000,0.102,73,0.77
earthquake,0.178,151308,Nigeria,2100,0.137,133,0.01
flood,0.81,44160,Indonesia,4300,0.285,165,0.14
tsunami,0.529,72550,India,2100,0.59,652,0.1
wildfire,0.968,17186,India,2100,0.569,135,0.02
wildfire,0.237,12037,Nepal,1200,0.267,11,0.0
flood,0.563,45839,Chile,15000,0.762,36,0.39
earthquake,0.109,134241,Mexico,10000,0.659,30,0.14
landslide,0.849,44043,Indonesia,4300,0.284,112,0.06
wildfire,0.043,48583,Chile,15000,0.897,8,0.05
flood,0.014,28950,Bangladesh,2500,0.726,0,0.0
drought,0.032,1546,Mexico,10000,0.891,0,0.0
tornado,0.04,92546,India,2100,0.899,25,0.01
volcano,0.068,32218,Indonesia,4300,0.839,14,0.01
drought,0.857,66987,Turkey,9600,0.403,228,1.18
tsunami,0.289,32769,India,2100,0.943,11,0.02
tsunami,0.344,33005,Australia,55000,0.38,11,0.66
wildfire,0.653,64714,Nepal,1200,0.95,90,0.06
tornado,0.733,96914,USA,63000,0.31,24,1.97
earthquake,0.699,74739,Turkey,9600,0.303,273,0.3
earthquake,0.078,109976,Australia,55000,0.119,13,0.26
wildfire,0.131,17303,Philippines,3500,0.777,8,0.01
volcano,0.128,119536,Pakistan,1500,0.872,203,0.06
wildfire,0.176,45197,Australia,55000,0.767,12,0.39
flood,0.456,14833,Nepal,1200,0.418,50,0.01
hurricane,0.355,14729,Haiti,1400,0.884,20,0.02
hurricane,0.586,5613,Nigeria,2100,0.935,8,0.01
landslide,0.143,14212,Indonesia,4300,0.759,1,0.01
earthquake,0.956,27277,Nepal,1200,0.339,280,0.06
wildfire,0.484,35367,Bangladesh,2500,0.145,125,0.06
tsunami,0.861,22262,Mexico,10000,0.315,68,0.28
