disaster_type,current_area_km2,wind_speed,wind_direction,terrain_type,elevation_m,vegetation_density,days_active,predicted_area_km2
wildfire,25.91,36.2,123.2,mountainous,1417.7,0.28,3,39.94
flood,38.98,1.7,344.9,coastal,561.4,0.839,8,51.79
flood,55.69,31.2,168.4,forested,1000.8,0.357,14,148.83
flood,35.42,13.8,68.3,forested,2816.3,0.574,5,57.31
wildfire,13.22,10.8,340.4,coastal,606.3,0.657,16,22.54
flood,89.13,41.3,93.4,forested,1591.5,0.587,13,206.64
flood,183.52,9.6,87.0,coastal,585.4,0.592,6,333.05
wildfire,7.39,10.8,308.1,hilly,2310.4,0.743,4,7.39
flood,68.36,27.1,18.3,urban,1960.6,0.315,12,101.45
wildfire,44.65,24.5,16.5,hilly,914.8,0.178,18,47.24
flood,109.78,10.0,145.7,hilly,26.6,0.703,1,168.84
wildfire,84.51,51.0,215.0,mountainous,2756.3,0.492,22,84.51
flood,21.69,12.5,309.8,coastal,2222.5,0.483,11,23.82
flood,38.26,16.0,217.5,hilly,1968.0,0.625,21,68.04
flood,68.77,19.8,9.7,forested,794.0,0.628,14,132.69
flood,115.31,28.2,204.3,hilly,513.3,0.805,10,241.29
wildfire,11.05,0.0,269.3,hilly,1842.0,0.817,2,11.05
flood,64.15,20.4,305.6,mountainous,279.7,0.322,12,99.05
flood,18.7,32.4,33.2,urban,1546.6,0.666,19,34.52
flood,11.75,30.1,32.4,mountainous,1850.6,0.142,10,17.81
flood,7.24,0.0,153.8,flat,2776.3,0.488,6,7.75
flood,16.52,24.7,156.6,mountainous,1628.3,0.814,23,20.96
flood,50.86,32.8,211.5,mountainous,2743.3,0.765,25,67.19
flood,12.28,57.0,36.2,forested,612.1,0.078,20,38.64
flood,5.12,33.8,221.9,urban,1265.2,0.538,26,9.36
wildfire,3.09,7.9,175.1,urban,2825.6,0.385,12,3.09
flood,18.67,12.8,236.7,urban,2738.2,0.403,17,25.9
flood,111.95,15.6,174.1,coastal,425.4,0.702,17,174.39
wildfire,48.34,24.4,209.8,urban,2625.7,0.901,8,55.36
flood,92.69,32.7,117.9,coastal,340.5,0.073,28,213.28
wildfire,25.53,20.9,4.4,urban,2900.9,0.207,18,25.53
wildfire,125.0,13.8,20.9,urban,1614.8,0.608,9,140.85
flood,5.67,26.6,111.5,hilly,2966.4,0.233,18,6.43
flood,28.23,24.9,116.6,urban,1515.7,0.714,8,47.15
flood,31.97,27.3,28.1,urban,2236.0,0.809,18,48.86
wildfire,21.59,25.5,237.5,flat,2882.6,0.972,25,24.38
wildfire,15.1,45.7,223.8,flat,251.9,0.54,8,41.18
flood,29.34,31.9,67.9,mountainous,722.4,0.996,8,54.84
wildfire,33.28,37.5,333.3,flat,1222.3,0.052,17,53.96
flood,63.78,10.0,260.7,forested,2658.9,0.73,16,87.41
wildfire,59.06,2.5,173.5,forested,2327.6,0.446,10,59.06
wildfire,58.02,23.4,81.8,urban,1307.5,0.657,3,75.17
flood,15.03,12.9,84.0,urban,1410.7,0.235,18,19.91
flood,22.78,16.8,141.2,coastal,551.6,0.735,12,39.0
wildfire,36.41,9.8,342.0,hilly,2512.3,0.206,20,36.41
flood,13.54,52.9,131.4,hilly,2224.9,0.705,13,26.38
flood,3.38,48.1,159.1,coastal,417.0,0.649,15,7.43
wildfire,37.75,36.0,304.4,flat,810.7,0.958,16,84.86
wildfire,4.18,26.6,176.6,forested,1725.7,0.577,8,5.45
flood,7.39,44.5,341.2,mountainous,1919.2,0.155,26,16.09
wildfire,273.15,22.2,247.6,coastal,1592.9,0.135,19,341.99
wildfire,19.1,47.4,146.9,urban,564.6,0.934,2,43.36
wildfire,38.67,21.9,124.0,coastal,1292.3,0.484,25,66.48
flood,21.8,49.2,34.1,urban,1310.1,0.356,16,47.04
flood,10.22,5.2,149.6,mountainous,2454.2,0.003,19,14.68
flood,31.47,22.3,62.2,forested,1649.9,0.986,24,64.42
wildfire,159.53,55.7,161.4,mountainous,1284.5,0.564,10,305.46
flood,8.48,0.0,282.2,urban,488.9,0.173,26,9.12
wildfire,148.39,0.3,316.5,flat,2116.7,0.401,17,148.39
flood,82.36,37.6,253.2,coastal,2654.2,0.877,24,172.87
flood,45.46,40.6,347.3,forested,1160.7,0.526,3,69.22
wildfire,1.3,14.5,293.0,mountainous,419.2,0.286,15,1.71
wildfire,28.78,36.8,110.0,flat,2305.8,0.453,1,35.41
flood,37.09,17.6,230.8,coastal,2821.9,0.715,19,59.61
flood,14.13,8.2,186.6,hilly,1706.3,0.597,16,21.01
wildfire,156.64,28.8,351.6,urban,213.0,0.201,17,267.29
wildfire,11.23,29.0,215.2,flat,1628.9,0.113,28,14.07
wildfire,154.48,20.3,356.0,flat,2380.1,0.981,14,154.48
flood,166.28,5.9,72.8,mountainous,1445.5,0.397,24,215.63
wildfire,29.48,24.5,34.3,coastal,2295.7,0.522,12,29.58
flood,14.8,26.5,206.5,hilly,1866.4,0.675,22,28.76
flood,17.87,26.8,325.6,hilly,1999.5,0.057,25,27.85
flood,81.31,39.1,171.0,forested,57.7,0.151,8,252.2
wildfire,37.78,42.8,16.9,flat,448.0,0.105,12,92.44
wildfire,59.25,25.8,243.2,mountainous,2093.4,0.609,9,61.71
flood,6.69,35.4,25.3,urban,917.2,0.813,18,7.74
flood,74.67,38.4,303.3,hilly,600.9,0.546,17,201.51
flood,204.6,42.0,83.3,hilly,1880.8,0.246,17,375.24
flood,9.34,33.8,260.1,forested,995.5,0.076,18,19.62
wildfire,3.33,19.3,350.9,mountainous,1410.8,0.69,9,4.55
flood,13.41,40.8,181.4,flat,2796.1,0.902,2,21.8
flood,118.72,41.8,242.6,flat,1756.7,0.284,20,291.81
flood,16.4,40.7,213.9,urban,611.9,0.336,7,33.76
flood,28.25,24.0,167.5,mountainous,2978.0,0.22,29,34.47
flood,7.33,58.1,113.9,flat,2446.1,0.863,22,19.29
flood,14.86,44.2,74.3,flat,1355.0,0.987,1,34.74
wildfire,90.37,13.7,212.1,forested,2909.2,0.72,7,90.37
wildfire,4.39,21.2,263.5,coastal,331.7,0.521,13,6.53
wildfire,71.61,38.0,2.9,hilly,1351.5,0.473,22,110.58
wildfire,11.1,20.5,258.0,forested,1475.2,0.752,28,12.13
flood,126.54,38.9,314.4,forested,2066.4,0.654,15,311.06
wildfire,24.3,41.4,47.8,mountainous,2677.6,0.383,25,25.11
flood,6.21,39.7,259.2,flat,1538.0,0.811,16,13.14
wildfire,15.21,0.0,141.1,forested,1673.9,0.747,15,15.21
flood,53.09,37.6,116.4,flat,911.8,0.016,13,106.93
flood,204.17,22.1,290.7,forested,260.7,0.98,27,410.75
flood,26.67,24.3,322.1,forested,2143.2,0.485,14,49.02
flood,98.32,4.6,174.4,forested,2465.0,0.136,7,109.31
flood,109.11,16.0,211.2,mountainous,841.1,0.285,26,147.11
flood,249.06,3.0,70.6,hilly,2039.7,0.044,8,328.07
wildfire,84.31,14.3,2.6,forested,2306.4,0.464,9,84.31
flood,8.96,26.9,130.7,hilly,553.7,0.746,25,17.36
flood,17.88,32.7,155.8,hilly,2214.5,0.627,9,35.76
wildfire,31.12,37.0,112.4,forested,2186.1,0.5,28,52.04
wildfire,4.01,7.5,189.9,mountainous,353.8,0.109,25,4.01
flood,159.31,40.9,260.7,mountainous,2694.6,0.53,18,277.58
flood,83.05,7.7,29.9,urban,2017.6,0.998,6,88.25
flood,18.4,29.5,310.0,mountainous,1319.6,0.725,21,19.79
flood,36.52,39.4,235.4,urban,2069.5,0.783,20,70.83
wildfire,2.98,31.9,10.3,forested,85.4,0.868,14,9.03
wildfire,31.45,14.6,22.8,flat,1380.8,0.638,3,40.06
wildfire,104.24,25.6,294.4,coastal,161.9,0.197,12,219.76
wildfire,25.41,31.2,176.6,flat,1326.7,0.108,21,30.14
wildfire,40.47,6.5,254.0,coastal,2578.5,0.097,4,40.47
flood,107.72,30.5,76.4,flat,1744.3,0.325,27,201.27
flood,82.56,47.2,228.5,flat,1066.0,0.605,1,210.96
flood,142.93,10.3,336.0,forested,1581.2,0.869,27,171.05
wildfire,106.87,48.8,110.4,flat,691.6,0.471,13,275.64
wildfire,46.64,0.0,291.7,forested,2911.5,0.347,21,46.64
flood,5.69,28.6,30.5,hilly,2323.0,0.636,7,9.46
flood,7.56,8.7,12.2,mountainous,24.4,0.942,17,9.51
flood,147.71,26.6,178.1,forested,2699.1,0.467,6,311.38
flood,32.91,39.5,256.0,urban,243.9,0.419,13,54.33
wildfire,25.72,35.6,10.1,hilly,2303.5,0.854,17,36.46
wildfire,3.76,0.0,96.0,urban,2944.7,0.969,2,3.76
flood,56.3,32.9,314.4,coastal,886.9,0.998,1,98.25
wildfire,52.0,29.4,17.6,coastal,57.7,0.155,7,81.47
wildfire,2.91,45.1,149.9,coastal,116.0,0.261,21,5.9
wildfire,54.37,19.4,226.3,hilly,441.0,0.741,6,110.93
wildfire,17.15,8.0,303.4,urban,988.6,0.15,13,17.15
flood,50.55,0.0,245.7,hilly,1085.3,0.498,16,55.74
flood,5.19,16.1,181.7,urban,2153.9,0.278,2,5.19
wildfire,123.0,39.0,140.0,mountainous,2548.8,0.175,11,123.0
flood,29.26,23.6,94.3,urban,426.8,0.21,23,40.63
flood,143.6,25.4,192.9,hilly,2826.5,0.577,7,194.03
flood,78.13,29.1,60.6,flat,226.6,0.575,13,168.12
flood,161.82,21.7,91.7,coastal,2448.7,0.648,27,282.66
wildfire,65.38,25.4,229.3,coastal,66.1,0.574,9,129.62
wildfire,12.77,40.1,224.2,hilly,1323.4,0.53,6,19.1
flood,7.16,41.0,18.6,urban,2465.5,0.307,16,12.5
flood,38.18,18.2,176.1,mountainous,1733.7,0.995,4,57.27
wildfire,67.29,44.0,339.8,forested,158.6,0.879,28,184.36
wildfire,15.51,0.0,349.3,urban,296.8,0.632,8,18.14
flood,82.27,54.6,174.9,forested,553.9,0.476,28,215.91
wildfire,31.32,0.0,179.2,coastal,1617.9,0.322,1,31.32
flood,21.0,49.8,141.7,urban,2351.4,0.297,27,29.17
flood,68.79,10.0,263.0,flat,2102.4,0.199,24,100.98
wildfire,58.39,23.8,132.8,coastal,2505.3,0.907,6,80.14
wildfire,7.72,16.1,22.5,flat,1867.2,0.358,16,7.72
wildfire,106.7,1.9,71.0,coastal,1216.4,0.536,12,111.29
flood,5.3,45.3,127.2,hilly,1664.2,0.755,17,10.42
wildfire,37.31,30.9,59.7,urban,2753.0,0.922,15,41.17
flood,67.58,20.1,170.5,mountainous,2863.5,0.191,5,83.85
wildfire,28.83,1.4,234.8,mountainous,1120.7,0.013,26,28.83
flood,30.41,42.9,0.4,forested,325.0,0.452,13,106.24
flood,41.08,31.0,118.6,hilly,2499.5,0.438,19,62.33
flood,40.48,22.8,111.5,urban,1654.2,0.761,9,57.93
flood,29.61,14.5,108.3,urban,2268.7,0.769,23,41.88
flood,10.06,26.8,293.2,urban,2218.4,0.748,27,14.94
wildfire,6.82,16.3,32.7,urban,2097.9,0.294,1,6.82
flood,24.22,26.1,39.3,hilly,1739.9,0.805,3,45.47
flood,90.98,26.3,199.0,mountainous,633.9,0.883,7,159.34
wildfire,26.55,40.1,280.0,urban,1584.2,0.908,4,38.73
wildfire,77.39,20.3,136.6,forested,987.1,0.63,25,114.15
wildfire,57.89,26.6,254.6,flat,2731.4,0.347,13,57.89
wildfire,165.9,43.9,305.5,hilly,442.0,0.504,12,331.96
wildfire,84.82,14.5,93.4,forested,156.5,0.754,3,125.45
flood,25.67,0.0,6.3,flat,2844.2,0.26,9,32.73
wildfire,26.12,35.9,210.2,urban,223.7,0.135,8,43.91
flood,85.15,9.6,262.0,mountainous,2514.5,0.51,7,91.69
flood,32.28,33.4,89.7,coastal,40.8,0.591,28,86.84
wildfire,10.97,24.5,339.6,flat,1043.3,0.615,6,19.81
wildfire,25.9,30.7,246.7,flat,1070.8,0.58,29,57.25
flood,44.23,15.0,52.3,urban,485.9,0.928,26,66.56
wildfire,33.57,49.0,206.3,urban,2804.1,0.988,4,37.93
wildfire,43.19,54.2,142.0,urban,215.8,0.253,16,86.44
wildfire,9.63,34.8,300.0,coastal,1500.1,0.533,4,17.46
flood,38.77,30.3,173.0,urban,833.8,0.495,22,67.27
flood,24.21,42.4,311.6,flat,1080.4,0.326,6,62.62
wildfire,76.67,11.6,249.6,urban,1412.6,0.237,4,76.67
wildfire,5.29,16.3,113.3,coastal,122.5,0.38,10,7.45
wildfire,137.9,43.7,48.7,forested,968.8,0.305,14,253.19
flood,17.66,31.6,248.3,coastal,1355.2,0.922,3,27.76
wildfire,1.69,41.0,6.5,mountainous,1431.0,0.213,25,2.08
flood,68.74,11.5,187.2,urban,2629.0,0.829,12,98.97
flood,77.98,0.0,256.9,flat,2827.8,0.099,1,96.69
wildfire,1.94,23.0,243.1,forested,918.9,0.587,5,3.44
flood,130.54,33.3,225.8,hilly,2626.7,0.529,12,194.72
flood,42.66,0.0,178.7,flat,1842.5,0.458,3,49.61
wildfire,12.52,15.3,106.6,flat,353.4,0.232,10,16.43
wildfire,20.72,52.4,15.5,coastal,129.8,0.231,25,37.59
wildfire,5.83,37.2,278.4,urban,1647.2,0.919,23,8.24
flood,79.08,57.2,120.7,mountainous,1332.7,0.473,5,165.89
wildfire,40.63,24.2,320.6,mountainous,1670.8,0.465,26,57.38
flood,42.34,29.8,180.3,mountainous,1700.5,0.109,2,75.11
wildfire,89.59,15.8,270.0,urban,1462.5,0.486,18,102.35
flood,29.22,39.2,271.8,hilly,2029.8,0.401,16,55.19
flood,102.57,28.0,183.2,mountainous,2630.2,0.88,2,145.26
wildfire,12.49,0.0,9.4,hilly,528.1,0.146,11,12.49
flood,42.68,48.3,40.5,flat,2571.4,0.633,17,100.94
wildfire,29.4,0.0,46.6,flat,577.7,0.523,10,29.4
flood,19.17,31.1,308.8,forested,1887.1,0.706,24,46.37
flood,45.8,18.7,13.4,hilly,2196.2,0.345,18,64.23
flood,10.57,16.0,31.3,urban,2254.8,0.424,22,14.36
wildfire,53.52,17.7,238.6,urban,956.8,0.642,24,75.41
wildfire,78.6,34.8,300.0,hilly,343.5,0.511,6,155.22
flood,44.13,35.2,256.9,mountainous,1441.1,0.692,18,77.81
wildfire,44.99,19.2,138.7,coastal,2091.2,0.548,19,52.9
flood,119.14,10.2,106.5,coastal,875.9,0.336,9,121.65
flood,7.03,33.3,166.8,urban,1001.0,0.942,5,14.74
flood,26.56,13.7,93.0,coastal,2614.9,0.215,3,37.52
flood,34.42,25.0,292.1,coastal,1354.3,0.178,20,69.08
flood,156.76,21.1,177.7,urban,2642.1,0.023,28,177.5
flood,27.0,0.0,166.8,forested,2636.4,0.258,17,27.0
flood,3.29,21.6,41.0,hilly,1393.1,0.357,4,5.58
wildfire,56.56,34.8,133.9,coastal,2265.4,0.701,16,75.82
wildfire,168.61,9.4,258.5,forested,865.0,0.69,2,291.66
flood,218.2,46.6,24.5,coastal,1672.8,0.194,1,437.83
flood,12.89,27.5,78.1,urban,855.0,0.451,13,25.33
flood,29.65,13.4,276.9,mountainous,1864.7,0.112,12,42.98
wildfire,1.57,0.0,157.2,urban,1984.5,0.344,11,1.57
wildfire,16.29,28.2,130.1,mountainous,638.0,0.908,16,23.87
flood,35.26,0.0,266.0,coastal,2754.2,0.984,5,35.26
flood,6.57,31.9,153.2,forested,705.1,0.47,9,11.89
flood,76.55,56.0,306.1,urban,1693.7,0.987,27,104.33
wildfire,4.23,41.6,19.2,forested,2619.4,0.339,24,5.73
wildfire,41.78,28.6,79.3,coastal,2626.9,0.197,20,41.78
wildfire,62.71,33.2,93.9,mountainous,2991.8,0.123,19,62.71
wildfire,26.92,20.6,167.7,hilly,2787.0,0.143,8,26.92
wildfire,55.12,0.0,303.4,hilly,1414.3,0.698,5,56.51
wildfire,2.22,21.3,160.0,coastal,100.3,0.052,8,3.4
flood,57.74,19.4,235.6,forested,1945.0,0.66,23,72.99
flood,127.72,16.6,284.8,hilly,768.7,0.078,2,241.2
flood,45.05,12.7,135.4,coastal,43.4,0.47,14,62.87
wildfire,217.53,10.7,243.9,coastal,678.9,0.582,1,265.81
wildfire,44.9,33.1,99.2,flat,2898.2,0.766,11,53.93
wildfire,15.16,0.4,239.8,flat,2236.6,0.381,23,15.16
flood,16.34,34.3,13.1,coastal,712.4,0.095,3,25.68
flood,21.6,33.2,244.2,flat,2417.2,0.872,1,42.95
flood,32.3,16.2,82.9,hilly,2304.7,0.312,25,41.72
wildfire,230.54,14.6,94.3,hilly,2735.3,0.525,5,230.54
flood,3.1,0.0,280.6,hilly,1635.3,0.662,26,3.33
flood,24.13,8.3,20.7,coastal,1781.5,0.046,25,36.42
flood,66.57,34.7,144.5,flat,612.8,0.888,29,140.92
flood,40.9,36.6,99.0,flat,542.4,0.293,18,83.57
flood,40.31,24.7,21.3,mountainous,1362.6,0.602,18,68.06
flood,22.56,39.2,131.3,hilly,766.4,0.933,22,50.31
wildfire,12.51,38.0,177.5,mountainous,282.9,0.052,21,15.8
wildfire,128.5,56.1,225.6,urban,847.5,0.213,23,195.1
flood,4.04,44.4,17.2,coastal,1516.8,0.462,24,10.99
wildfire,70.96,26.9,131.6,forested,967.2,0.748,13,134.16
flood,71.23,18.6,3.4,coastal,2946.1,0.403,18,98.83
flood,28.05,55.2,276.9,flat,2266.9,0.644,25,74.5
wildfire,14.14,18.4,323.5,flat,2018.4,0.189,5,17.59
flood,137.76,22.9,74.5,hilly,1193.1,0.704,26,249.26
wildfire,2.73,25.1,116.8,hilly,964.3,0.469,23,3.53
wildfire,126.84,57.2,91.9,hilly,639.6,0.079,4,207.9
flood,119.11,51.9,4.4,urban,1896.4,0.992,16,189.93
flood,14.19,24.3,206.3,coastal,1914.7,0.373,20,22.09
flood,18.9,23.0,303.3,mountainous,1950.5,0.837,15,29.33
wildfire,108.12,23.9,243.8,flat,1559.6,0.647,3,140.76
flood,1.88,30.9,158.5,coastal,2847.5,0.071,19,2.75
wildfire,8.31,23.9,220.4,urban,2887.7,0.909,12,8.31
flood,123.66,12.8,43.0,urban,2462.7,0.395,9,138.48
flood,18.8,3.3,84.3,flat,528.0,0.254,21,23.79
flood,34.49,17.0,162.7,forested,2372.0,0.803,12,59.97
flood,169.34,21.1,11.0,coastal,2728.8,0.039,2,274.25
wildfire,14.3,34.9,12.4,hilly,984.4,0.978,10,28.11
wildfire,85.24,10.0,110.9,flat,651.9,0.342,11,92.57
wildfire,82.38,31.7,196.8,mountainous,882.3,0.006,21,90.88
wildfire,31.52,17.3,145.5,hilly,639.7,0.607,22,55.11
wildfire,198.33,0.0,188.2,flat,2683.5,0.111,23,198.33
wildfire,118.43,44.0,105.8,mountainous,2458.0,0.237,4,118.43
wildfire,2.22,43.9,172.4,urban,927.9,0.252,15,3.55
wildfire,9.87,7.3,150.9,hilly,1069.4,0.703,19,12.34
flood,10.26,20.5,224.1,coastal,438.6,0.91,6,14.93
flood,3.17,20.4,0.5,coastal,2375.6,0.262,3,4.65
flood,3.32,28.3,286.0,urban,606.2,0.953,12,5.99
wildfire,15.11,19.2,216.2,coastal,2696.0,0.25,12,15.11
wildfire,6.66,48.7,113.1,forested,1761.6,0.772,4,14.32
flood,2.82,21.6,90.7,hilly,2535.6,0.149,18,3.54
flood,52.39,40.3,124.1,forested,1988.6,0.018,23,122.43
wildfire,37.45,30.4,81.3,coastal,2579.3,0.531,5,37.45
wildfire,24.13,0.0,130.5,urban,2112.4,0.443,6,24.13
flood,55.14,30.1,332.9,forested,723.9,0.681,26,135.02
flood,16.55,42.4,241.7,mountainous,2044.9,0.688,23,21.27
wildfire,237.57,10.8,195.8,mountainous,1845.7,0.282,20,237.57
wildfire,88.73,40.3,55.8,flat,2014.3,0.774,12,159.2
flood,4.1,47.7,94.8,hilly,2911.5,0.219,15,6.33
wildfire,5.67,33.8,255.9,coastal,413.4,0.021,10,8.88
flood,9.07,0.0,244.3,urban,1306.3,0.77,18,10.81
flood,19.17,11.3,186.9,urban,2430.2,0.117,22,19.72
flood,1.2,24.3,250.0,mountainous,545.0,0.582,11,2.14
wildfire,6.27,42.5,30.7,coastal,721.9,0.909,13,15.83
wildfire,73.29,41.7,322.8,flat,798.6,0.845,19,147.32
flood,46.85,25.8,19.3,urban,2485.5,0.026,16,65.74
flood,29.38,11.9,62.1,hilly,2609.7,0.505,17,40.29
wildfire,61.64,34.7,325.2,hilly,2380.5,0.906,25,61.64
wildfire,106.35,30.8,81.8,hilly,1582.0,0.516,28,130.21
flood,67.67,0.8,304.8,forested,209.6,0.833,13,99.24
wildfire,51.57,20.0,84.3,mountainous,465.9,0.032,12,58.9
wildfire,165.07,12.7,84.1,coastal,1285.6,0.86,5,257.06
flood,81.9,37.1,87.6,coastal,2105.7,0.525,4,159.34
wildfire,29.72,33.0,37.5,forested,371.0,0.16,22,58.91
flood,38.45,33.9,310.0,forested,2010.4,0.066,27,89.94
wildfire,32.18,41.5,328.9,hilly,668.6,0.261,5,50.19
wildfire,81.06,32.4,166.8,forested,1369.5,0.026,28,123.37
wildfire,87.68,4.0,165.5,mountainous,2785.5,0.24,18,87.68
wildfire,50.41,22.8,261.6,forested,1340.0,0.222,14,81.28
flood,87.67,30.7,180.1,forested,2465.1,0.803,12,174.05
flood,3.16,12.7,306.1,urban,554.5,0.742,24,6.05
flood,81.51,17.3,245.6,mountainous,2631.4,0.485,15,112.42
flood,2.43,11.2,131.3,coastal,2474.4,0.911,4,3.0
wildfire,3.69,38.4,328.3,urban,577.0,0.309,26,5.07
wildfire,41.67,10.6,208.6,hilly,1337.0,0.651,12,41.67
wildfire,18.21,0.7,116.3,forested,2280.2,0.322,10,18.21
wildfire,31.61,8.8,138.8,forested,2029.9,0.189,3,39.12
flood,103.49,0.0,325.9,forested,2545.8,0.036,14,129.06
flood,79.82,29.3,68.7,forested,597.1,0.851,15,234.41
flood,7.7,39.1,115.5,mountainous,2852.8,0.456,24,13.14
wildfire,143.82,24.0,110.3,coastal,2538.9,0.458,10,173.01
wildfire,21.73,26.2,225.9,urban,811.1,0.016,28,21.77
wildfire,4.08,44.1,117.0,hilly,810.5,0.414,9,5.77
flood,14.77,10.8,178.2,hilly,2845.0,0.001,19,14.77
wildfire,46.48,25.0,95.9,flat,2740.1,0.305,18,46.48
flood,66.77,20.4,311.2,urban,95.3,0.882,8,79.03
wildfire,70.12,29.5,222.3,hilly,1039.9,0.965,8,129.6
wildfire,18.27,17.6,259.2,coastal,262.8,0.879,20,27.13
flood,51.03,18.6,161.3,urban,2545.6,0.851,21,74.21
flood,61.86,0.0,119.8,urban,787.3,0.339,11,71.52
wildfire,44.6,26.2,201.0,hilly,1449.0,0.291,21,64.12
flood,34.67,0.0,86.5,coastal,1134.4,0.941,12,46.5
wildfire,19.69,10.3,338.0,coastal,878.3,0.421,14,21.83
wildfire,149.3,21.1,11.6,mountainous,973.1,0.628,24,189.52
wildfire,85.69,24.6,287.2,flat,2233.1,0.653,29,128.01
flood,47.86,58.6,185.2,flat,2516.7,0.388,24,128.35
flood,16.49,15.6,161.4,mountainous,361.7,0.676,15,20.15
flood,168.63,60.4,32.7,urban,2487.2,0.846,25,207.33
wildfire,6.76,24.7,57.6,forested,2328.8,0.788,8,8.02
wildfire,2.77,6.5,304.3,hilly,467.7,0.757,3,3.76
wildfire,24.52,27.7,335.7,coastal,1156.2,0.104,24,29.73
wildfire,168.78,23.9,45.8,urban,2256.4,0.832,15,175.76
wildfire,69.2,28.9,9.0,coastal,1557.9,0.235,25,80.18
flood,21.38,14.9,328.8,hilly,651.9,0.626,24,36.08
flood,50.89,13.3,258.0,hilly,827.7,0.581,27,73.25
flood,44.87,32.2,48.7,urban,739.2,0.74,8,56.23
flood,74.49,4.2,268.0,coastal,1309.0,0.676,27,90.99
flood,38.12,14.5,60.8,forested,1419.4,0.903,9,66.03
wildfire,2.92,16.5,233.1,coastal,257.7,0.053,20,4.82
flood,17.84,35.1,261.3,mountainous,1417.7,0.957,21,25.0
wildfire,44.08,19.8,28.8,flat,2246.0,0.408,21,54.15
wildfire,49.57,42.7,336.9,flat,2834.3,0.595,10,68.32
flood,108.51,10.9,162.9,coastal,844.0,0.557,6,172.93
flood,59.14,26.9,66.0,hilly,2958.2,0.146,12,80.82
flood,46.39,10.6,338.4,flat,276.2,0.718,28,73.62
flood,10.28,43.9,345.9,urban,140.3,0.99,1,17.33
wildfire,46.75,0.0,16.5,forested,718.6,0.29,2,54.3
flood,42.81,7.1,28.5,coastal,806.3,0.322,21,60.62
flood,4.26,2.5,178.1,urban,46.7,0.594,29,4.78
flood,6.45,28.7,133.0,flat,1910.2,0.787,13,14.6
flood,27.85,45.1,329.2,flat,1939.7,0.033,12,51.51
flood,101.19,32.5,268.7,hilly,1130.4,0.656,12,207.49
wildfire,4.39,20.1,321.5,coastal,1678.2,0.201,24,4.39
wildfire,48.53,24.9,97.6,forested,2543.3,0.866,5,57.34
flood,10.54,39.1,134.9,forested,569.4,0.627,7,26.81
wildfire,6.96,12.8,259.5,urban,411.8,0.157,19,7.76
wildfire,97.85,11.5,15.8,coastal,860.9,0.398,26,142.29
wildfire,158.46,33.1,298.2,hilly,687.0,0.68,26,278.94
flood,150.95,40.0,49.7,urban,2755.7,0.722,5,225.1
wildfire,26.67,22.6,46.3,mountainous,1763.2,0.703,14,26.67
flood,40.63,16.0,163.0,mountainous,952.0,0.623,16,42.99
flood,41.69,33.2,38.4,coastal,941.7,0.129,14,100.14
flood,53.65,24.5,301.8,urban,2135.9,0.072,14,91.53
wildfire,97.16,15.5,86.2,urban,2486.1,0.684,7,97.16
flood,3.67,0.0,285.3,hilly,2959.2,0.958,1,3.77
flood,53.59,39.1,251.7,mountainous,1904.0,0.514,19,103.22
wildfire,1.33,6.2,20.2,hilly,411.9,0.316,3,1.38
wildfire,86.28,32.8,210.3,hilly,543.5,0.516,25,133.31
flood,1.67,31.3,345.5,coastal,582.5,0.766,23,2.78
wildfire,42.41,33.7,150.4,coastal,766.0,0.46,26,77.61
flood,20.79,27.0,304.9,hilly,1262.6,0.975,9,30.03
wildfire,20.43,24.5,130.5,coastal,1335.3,0.212,28,25.95
flood,12.96,26.0,162.5,hilly,73.7,0.963,18,22.48
flood,6.5,12.2,301.6,flat,603.7,0.654,4,11.58
wildfire,55.54,22.0,293.7,mountainous,1224.0,0.515,28,94.82
wildfire,2.3,51.4,20.4,urban,2162.4,0.225,12,2.64
wildfire,4.55,45.2,67.9,mountainous,871.8,0.061,21,7.53
flood,4.36,23.8,265.8,hilly,1895.3,0.013,14,7.6
wildfire,29.33,27.5,340.6,forested,595.9,0.834,4,57.42
flood,13.37,7.8,313.2,coastal,104.1,0.468,8,17.72
flood,15.4,10.4,51.7,coastal,2487.6,0.18,18,20.71
flood,39.05,42.2,77.9,coastal,291.3,0.137,18,104.82
wildfire,71.59,35.0,86.4,mountainous,1358.3,0.22,16,74.49
wildfire,64.89,27.8,60.1,hilly,2915.8,0.694,6,72.84
flood,6.99,36.2,103.0,mountainous,1765.3,0.057,25,13.88
wildfire,1.83,15.3,98.2,forested,1529.2,0.994,23,2.04
wildfire,76.21,18.3,0.1,flat,1096.4,0.623,14,102.76
wildfire,100.86,29.0,101.4,urban,568.6,0.425,28,160.73
flood,28.21,15.2,295.8,mountainous,2658.5,0.31,11,43.13
flood,34.14,31.3,116.1,urban,2302.4,0.42,3,56.93
flood,3.24,9.5,49.6,flat,2624.2,0.836,7,4.23
wildfire,66.56,24.8,104.9,forested,1478.7,0.979,10,104.84
wildfire,150.83,23.5,67.8,mountainous,2082.0,0.506,4,176.05
wildfire,53.6,20.8,341.2,hilly,228.0,0.978,14,116.66
wildfire,38.18,24.5,288.1,mountainous,210.3,0.023,25,38.99
flood,32.19,25.5,80.1,urban,1797.2,0.575,24,42.66
flood,110.46,44.8,68.5,hilly,579.4,0.982,27,270.6
